"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","link"
"948","1hr Report : 14:00:35 UTC Top 10 Mentions
$BTC, $ETH, $XMR, $NEO, $LTC, $ZEC, $ETC, $XCP, $DGB, $DASH https://t.co/R73rpxb5cJ",FALSE,3,NA,2017-08-21 14:00:36,FALSE,NA,"899632328267399172",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",6,FALSE,FALSE,NA,NA,"https://t.co/R73rpxb5cJ"
"947","1hr Report : 15:00:37 UTC Top 10 Mentions
$BTC, $ETH, $XMR, $NEO, $LTC, $ZEC, $ETC, $BCH, $DGB, $XCP https://t.co/UJcGpfxsuq",FALSE,0,NA,2017-08-21 15:00:38,FALSE,NA,"899647438142623744",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",3,FALSE,FALSE,NA,NA,"https://t.co/UJcGpfxsuq"
"946","1hr Report : 16:00:40 UTC Top 10 Mentions
$BTC, $ETH, $XMR, $NEO, $LTC, $ZEC, $ETC, $BCH, $DGB, $DASH https://t.co/wRJs9KXQvJ",FALSE,1,NA,2017-08-21 16:00:41,FALSE,NA,"899662550849245185",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/wRJs9KXQvJ"
"945","1hr Report : 17:00:28 UTC Top 10 Mentions
$BTC, $ETH, $XMR, $NEO, $LTC, $ETC, $ZEC, $BCH, $DGB, $DASH https://t.co/Y3ws3dtCVi",FALSE,2,NA,2017-08-21 17:00:29,FALSE,NA,"899677597830918145",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/Y3ws3dtCVi"
"944","1hr Report : 18:00:28 UTC Top 10 Mentions
$BTC, $ETH, $XMR, $NEO, $LTC, $ETC, $ZEC, $BCH, $DGB, $DASH https://t.co/bDVeOh86DZ",FALSE,4,NA,2017-08-21 18:00:29,FALSE,NA,"899692697413353475",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/bDVeOh86DZ"
"943","1hr Report : 19:00:55 UTC Top 10 Mentions
$BTC, $ETH, $XMR, $NEO, $LTC, $ETC, $BCH, $ZEC, $XRP, $DGB https://t.co/gH3XuCkdAe",FALSE,1,NA,2017-08-21 19:00:56,FALSE,NA,"899707910837739520",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/gH3XuCkdAe"
"941","1hr Report : 20:00:59 UTC Top 10 Mentions
$BTC, $ETH, $XMR, $NEO, $LTC, $ETC, $BCH, $ZEC, $XRP, $DASH https://t.co/kcp7gWZQ0l",FALSE,0,NA,2017-08-21 20:00:59,FALSE,NA,"899723025062518785",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/kcp7gWZQ0l"
"939","1hr Report : 21:00:58 UTC Top 10 Mentions
$BTC, $ETH, $XMR, $NEO, $LTC, $ETC, $XRP, $BCH, $ZEC, $DASH https://t.co/7Gynlf3jfs",FALSE,0,NA,2017-08-21 21:00:59,FALSE,NA,"899738122103271425",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/7Gynlf3jfs"
"932","1hr Report : 04:02:20 UTC Top 10 Mentions
$BTC, $XRP, $ETH, $NEO, $LTC, $BCH, $XMR, $OMG, $PAY, $ETC https://t.co/Oc3JnWTKE0",FALSE,2,NA,2017-08-22 04:02:20,FALSE,NA,"899844161020538880",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/Oc3JnWTKE0"
"926","1hr Report : 11:17:14 UTC Top 10 Mentions
$BTC, $ETH, $XRP, $LTC, $NEO, $BCH, $XMR, $ZEC, $ETC, $DASH https://t.co/9LFEkd9kZE",FALSE,2,NA,2017-08-22 11:17:15,FALSE,NA,"899953608787197955",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",4,FALSE,FALSE,NA,NA,"https://t.co/9LFEkd9kZE"
"925","1hr Report : 12:06:47 UTC Top 10 Mentions
$BTC, $ETH, $XRP, $LTC, $NEO, $BCH, $XMR, $ZEC, $ETC, $DASH https://t.co/LDjj4xQ0rA",FALSE,1,NA,2017-08-22 12:06:48,FALSE,NA,"899966078507528192",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/LDjj4xQ0rA"
"919","1hr Report : 16:01:59 UTC Top 10 Mentions
$BTC, $ETH, $XRP, $NEO, $LTC, $BCH, $XMR, $ETC, $DASH, $ZEC https://t.co/QrWgC52bWW",FALSE,2,NA,2017-08-22 16:02:00,FALSE,NA,"900025269351849986",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",3,FALSE,FALSE,NA,NA,"https://t.co/QrWgC52bWW"
"916","1hr Report : 17:01:20 UTC Top 10 Mentions
$BTC, $ETH, $XRP, $NEO, $LTC, $BCH, $XMR, $ETC, $DASH, $ZEC https://t.co/BojevfpPcI",FALSE,1,NA,2017-08-22 17:01:21,FALSE,NA,"900040203288686593",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/BojevfpPcI"
"914","1hr Report : 18:01:24 UTC Top 10 Mentions
$BTC, $ETH, $XRP, $NEO, $LTC, $BCH, $XMR, $ETC, $DASH, $ZEC https://t.co/btUxoDAi0H",FALSE,2,NA,2017-08-22 18:01:24,FALSE,NA,"900055318977277952",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/btUxoDAi0H"
"913","1hr Report : 19:01:30 UTC Top 10 Mentions
$BTC, $ETH, $XRP, $NEO, $LTC, $BCH, $XMR, $ETC, $DASH, $ZEC https://t.co/vhT0qXIQTZ",FALSE,1,NA,2017-08-22 19:01:32,FALSE,NA,"900070449131991041",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",4,FALSE,FALSE,NA,NA,"https://t.co/vhT0qXIQTZ"
"911","1hr Report : 21:32:06 UTC Top 10 Mentions
$BTC, $XRP, $ETH, $NEO, $LTC, $BCH, $XMR, $ETC, $DASH, $ZEC https://t.co/ZMhTPXebEC",FALSE,3,NA,2017-08-22 21:32:07,FALSE,NA,"900108344496726017",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",4,FALSE,FALSE,NA,NA,"https://t.co/ZMhTPXebEC"
"910","1hr Report : 01:00:12 UTC Top 10 Mentions
$BTC, $ETH, $XRP, $LTC, $NEO, $LGD, $ZEC, $DASH, $ETC, $BCH https://t.co/v5OpYTIFeB",FALSE,2,NA,2017-08-23 01:00:13,FALSE,NA,"900160714068942848",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/v5OpYTIFeB"
"908","1hr Report : 02:00:13 UTC Top 10 Mentions
$BTC, $ETH, $XRP, $NEO, $LTC, $MCO, $BCH, $LGD, $ZEC, $ETC https://t.co/R7DDGHnXG2",FALSE,2,NA,2017-08-23 02:00:14,FALSE,NA,"900175818323841025",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",3,FALSE,FALSE,NA,NA,"https://t.co/R7DDGHnXG2"
"904","1hr Report : 03:00:17 UTC Top 10 Mentions
$BTC, $ETH, $XRP, $NEO, $LTC, $BCH, $MCO, $PAY, $ZEC, $DASH https://t.co/e8IswGuzSc",FALSE,0,NA,2017-08-23 03:00:17,FALSE,NA,"900190932838088704",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/e8IswGuzSc"
"901","1hr Report : 04:00:19 UTC Top 10 Mentions
$BTC, $XRP, $ETH, $LTC, $NEO, $BCH, $MCO, $PAY, $ZEC, $DASH https://t.co/YsByA1HVAL",FALSE,7,NA,2017-08-23 04:00:20,FALSE,NA,"900206044365893632",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",10,FALSE,FALSE,NA,NA,"https://t.co/YsByA1HVAL"
"900","1hr Report : 06:10:58 UTC Top 10 Mentions
$BTC, $XRP, $ETH, $LTC, $NEO, $MCO, $BCH, $ZEC, $DASH, $PAY https://t.co/tEPbbpllxn",FALSE,1,NA,2017-08-23 06:10:59,FALSE,NA,"900238922336415744",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",4,FALSE,FALSE,NA,NA,"https://t.co/tEPbbpllxn"
"899","1hr Report : 07:00:27 UTC Top 10 Mentions
$BTC, $ETH, $STRAT, $XRP, $NEO, $BCH, $XVG, $DGB, $SC, $LTC https://t.co/7lQSMLRrKB",FALSE,4,NA,2017-08-23 07:00:28,FALSE,NA,"900251375627628544",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/7lQSMLRrKB"
"898","1hr Report : 08:00:30 UTC Top 10 Mentions
$BTC, $ETH, $XRP, $STRAT, $NEO, $BCH, $XVG, $DGB, $SC, $LTC https://t.co/24KR27FiCh",FALSE,2,NA,2017-08-23 08:00:30,FALSE,NA,"900266484328538112",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/24KR27FiCh"
"897","1hr Report : 09:00:33 UTC Top 10 Mentions
$BTC, $ETH, $XRP, $STRAT, $NEO, $BCH, $XVG, $DGB, $SC, $LTC https://t.co/YuSJMrJG5W",FALSE,8,NA,2017-08-23 09:00:34,FALSE,NA,"900281599924871169",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",4,FALSE,FALSE,NA,NA,"https://t.co/YuSJMrJG5W"
"896","1hr Report : 10:00:35 UTC Top 10 Mentions
$BTC, $ETH, $XRP, $STRAT, $NEO, $BCH, $XVG, $DGB, $LTC, $SC https://t.co/NZiacdyVRA",FALSE,1,NA,2017-08-23 10:00:36,FALSE,NA,"900296706474082304",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/NZiacdyVRA"
"895","1hr Report : 11:00:39 UTC Top 10 Mentions
$BTC, $ETH, $XRP, $STRAT, $NEO, $BCH, $XVG, $LTC, $DGB, $SC https://t.co/X5o8vxtJPA",FALSE,1,NA,2017-08-23 11:00:40,FALSE,NA,"900311824792522753",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/X5o8vxtJPA"
"894","1hr Report : 12:00:40 UTC Top 10 Mentions
$BTC, $ETH, $XRP, $NEO, $STRAT, $BCH, $LTC, $XVG, $DGB, $SC https://t.co/sNGvIVqXwP",FALSE,5,NA,2017-08-23 12:00:41,FALSE,NA,"900326926207811585",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",5,FALSE,FALSE,NA,NA,"https://t.co/sNGvIVqXwP"
"892","1hr Report : 18:01:05 UTC Top 10 Mentions
$BTC, $ETH, $XRP, $NEO, $STRAT, $LTC, $BCH, $OMG, $ETC, $XVG https://t.co/NPBWWt5kgM",FALSE,1,NA,2017-08-23 18:01:06,FALSE,NA,"900417628086337539",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/NPBWWt5kgM"
"890","1hr Report : 19:01:09 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $XRP, $STRAT, $LTC, $BCH, $OMG, $ETC, $XVG https://t.co/97w4621mYL",FALSE,2,NA,2017-08-23 19:01:10,FALSE,NA,"900432744282333184",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",3,FALSE,FALSE,NA,NA,"https://t.co/97w4621mYL"
"886","1hr Report : 21:14:21 UTC Top 10 Mentions
$BTC, $ETH, $XRP, $NEO, $LTC, $STRAT, $OMG, $BCH, $ETC, $XVG https://t.co/EqvZECD70X",FALSE,2,NA,2017-08-23 21:14:22,FALSE,NA,"900466267475279873",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/EqvZECD70X"
"885","1hr Report : 22:00:44 UTC Top 10 Mentions
$BTC, $ETH, $XRP, $NEO, $LTC, $STRAT, $OMG, $BCH, $ETC, $XVG https://t.co/R3VxMIrDgv",FALSE,0,NA,2017-08-23 22:00:45,FALSE,NA,"900477938537295872",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/R3VxMIrDgv"
"884","1hr Report : 23:00:45 UTC Top 10 Mentions
$BTC, $ETH, $XRP, $NEO, $LTC, $STRAT, $BCH, $OMG, $ETC, $XVG https://t.co/C7fcY6IC6s",FALSE,8,NA,2017-08-23 23:00:45,FALSE,NA,"900493039961092097",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",12,FALSE,FALSE,NA,NA,"https://t.co/C7fcY6IC6s"
"883","1hr Report : 00:00:47 UTC Top 10 Mentions
$BTC, $XRP, $ETH, $NEO, $LTC, $STRAT, $OMG, $BCH, $ETC, $XVG https://t.co/42DDAd2XNk",FALSE,1,NA,2017-08-24 00:00:48,FALSE,NA,"900508149379194880",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/42DDAd2XNk"
"882","1hr Report : 01:00:10 UTC Top 10 Mentions
$BTC, $LTC, $NEO, $ETH, $XRP, $OMG, $STRAT, $VTC, $QTUM, $BCH https://t.co/rdk5X5dt8k",FALSE,0,NA,2017-08-24 01:00:11,FALSE,NA,"900523095190106112",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/rdk5X5dt8k"
"881","1hr Report : 02:00:11 UTC Top 10 Mentions
$BTC, $LTC, $NEO, $XRP, $ETH, $OMG, $STRAT, $XVG, $PAY, $BCH https://t.co/cK1GGfXk1l",FALSE,2,NA,2017-08-24 02:00:11,FALSE,NA,"900538196811026433",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",4,FALSE,FALSE,NA,NA,"https://t.co/cK1GGfXk1l"
"874","1hr Report : 01:01:37 UTC Top 10 Mentions
$BTC, $LTC, $ETH, $NEO, $XRP, $ETC, $ZEC, $XVG, $DASH, $BCH https://t.co/DeS1pXvbOs",FALSE,2,NA,2017-08-24 05:01:37,FALSE,NA,"900583856138592256",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",4,FALSE,FALSE,NA,NA,"https://t.co/DeS1pXvbOs"
"870","1hr Report : 02:00:13 UTC Top 10 Mentions
$BTC, $LTC, $NEO, $XRP, $ETH, $BCH, $XVG, $ETC, $ZEC, $STRAT https://t.co/JCFA3MVhQ7",FALSE,1,NA,2017-08-24 06:00:14,FALSE,NA,"900598606243270656",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/JCFA3MVhQ7"
"864","1hr Report : 03:00:17 UTC Top 10 Mentions
$BTC, $LTC, $NEO, $XRP, $ETH, $XVG, $BCH, $ETC, $ZEC, $DASH https://t.co/jlJhGKFWEJ",FALSE,5,NA,2017-08-24 07:00:18,FALSE,NA,"900613723018100736",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/jlJhGKFWEJ"
"861","1hr Report : 04:00:19 UTC Top 10 Mentions
$BTC, $LTC, $NEO, $ETH, $XRP, $XVG, $BCH, $ETC, $OMG, $ZEC https://t.co/DYJMVg95kx",FALSE,5,NA,2017-08-24 08:00:19,FALSE,NA,"900628827268947968",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/DYJMVg95kx"
"855","1hr Report : 05:00:24 UTC Top 10 Mentions
$BTC, $NEO, $LTC, $ETH, $XRP, $XVG, $QTUM, $ETC, $BCH, $OMG https://t.co/O7LBOLjcE2",FALSE,1,NA,2017-08-24 09:00:24,FALSE,NA,"900643947659350016",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/O7LBOLjcE2"
"852","1hr Report : 06:00:26 UTC Top 10 Mentions
$BTC, $NEO, $LTC, $ETH, $XRP, $QTUM, $XVG, $ETC, $BCH, $OMG https://t.co/jhkcMZL4Yc",FALSE,1,NA,2017-08-24 10:00:26,FALSE,NA,"900659055630458880",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/jhkcMZL4Yc"
"849","1hr Report : 07:00:29 UTC Top 10 Mentions
$BTC, $NEO, $LTC, $ETH, $XRP, $QTUM, $XVG, $ETC, $OMG, $BCH https://t.co/cRFK5taCVh",FALSE,4,NA,2017-08-24 11:00:30,FALSE,NA,"900674169184169989",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",3,FALSE,FALSE,NA,NA,"https://t.co/cRFK5taCVh"
"846","1hr Report : 08:00:34 UTC Top 10 Mentions
$BTC, $NEO, $LTC, $ETH, $XRP, $XVG, $QTUM, $ETC, $OMG, $BCH https://t.co/xUSlax7QhE",FALSE,4,NA,2017-08-24 12:00:34,FALSE,NA,"900689287028645888",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",3,FALSE,FALSE,NA,NA,"https://t.co/xUSlax7QhE"
"843","1hr Report : 09:00:38 UTC Top 10 Mentions
$BTC, $NEO, $LTC, $ETH, $XRP, $XVG, $QTUM, $ETC, $OMG, $BCH https://t.co/LCUHFHAZWP",FALSE,3,NA,2017-08-24 13:00:39,FALSE,NA,"900704406299082753",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/LCUHFHAZWP"
"839","1hr Report : 10:00:43 UTC Top 10 Mentions
$BTC, $NEO, $ETH, $LTC, $XRP, $XVG, $QTUM, $VIA, $ETC, $OMG https://t.co/jAIEleS2fe",FALSE,0,NA,2017-08-24 14:00:44,FALSE,NA,"900719527037718528",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/jAIEleS2fe"
"837","1hr Report : 11:00:47 UTC Top 10 Mentions
$BTC, $NEO, $ETH, $LTC, $XRP, $XVG, $VIA, $QTUM, $ETC, $OMG https://t.co/qj3peBnxUK",FALSE,3,NA,2017-08-24 15:00:48,FALSE,NA,"900734644240494595",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/qj3peBnxUK"
"832","1hr Report : 12:00:52 UTC Top 10 Mentions
$BTC, $NEO, $ETH, $LTC, $XRP, $XVG, $DASH, $VIA, $OMG, $QTUM https://t.co/jx6QpVnicj",FALSE,3,NA,2017-08-24 16:00:53,FALSE,NA,"900749763519418369",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/jx6QpVnicj"
"827","1hr Report : 13:01:00 UTC Top 10 Mentions
$BTC, $NEO, $XRP, $ETH, $LTC, $DASH, $XVG, $OMG, $VIA, $PTOY https://t.co/W1t2ej4vGe",FALSE,5,NA,2017-08-24 17:01:00,FALSE,NA,"900764894475284481",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",3,FALSE,FALSE,NA,NA,"https://t.co/W1t2ej4vGe"
"822","1hr Report : 15:37:51 UTC Top 10 Mentions
$BTC, $XRP, $NEO, $ETH, $LTC, $XVG, $DASH, $OMG, $ETC, $PTOY https://t.co/QqS4Ogzzhi",FALSE,2,NA,2017-08-24 19:37:52,FALSE,NA,"900804368760438789",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/QqS4Ogzzhi"
"816","1hr Report : 17:22:27 UTC Top 10 Mentions
$BTC, $NEO, $XRP, $ETH, $LTC, $OMG, $DASH, $XVG, $ETC, $BCH https://t.co/6Xq7T7ExRM",FALSE,3,NA,2017-08-24 21:22:28,FALSE,NA,"900830692921270272",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",3,FALSE,FALSE,NA,NA,"https://t.co/6Xq7T7ExRM"
"807","1hr Report : 22:43:08 UTC Top 10 Mentions
$BTC, $NEO, $ETH, $XRP, $LTC, $OMG, $DASH, $XVG, $ETC, $PTOY https://t.co/bu135bQElj",FALSE,1,NA,2017-08-25 02:43:09,FALSE,NA,"900911393750351872",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/bu135bQElj"
"804","1hr Report : 01:00:10 UTC Top 10 Mentions
$BTC, $NEO, $ETH, $XRP, $BCH, $XVG, $LTC, $OMG, $DASH, $PAY https://t.co/xmYVR9BT3H",FALSE,2,NA,2017-08-25 05:00:11,FALSE,NA,"900945882425643010",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/xmYVR9BT3H"
"798","1hr Report : 02:00:14 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $XRP, $LTC, $DASH, $BCH, $OMG, $XVG, $PAY https://t.co/5t0E9lRLfc",FALSE,2,NA,2017-08-25 06:00:15,FALSE,NA,"900960995765399552",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/5t0E9lRLfc"
"795","1hr Report : 03:00:16 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $LTC, $XRP, $DASH, $BCH, $OMG, $ZEC, $XVG https://t.co/ibMOT7Qanq",FALSE,5,NA,2017-08-25 07:00:16,FALSE,NA,"900976102037966848",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",3,FALSE,FALSE,NA,NA,"https://t.co/ibMOT7Qanq"
"788","1hr Report : 04:00:18 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $LTC, $XRP, $DASH, $BCH, $OMG, $PTOY, $ETC https://t.co/wGZith5T9t",FALSE,2,NA,2017-08-25 08:00:19,FALSE,NA,"900991213507137536",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",3,FALSE,FALSE,NA,NA,"https://t.co/wGZith5T9t"
"782","1hr Report : 05:00:21 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $LTC, $XRP, $DASH, $BCH, $ETC, $ZEC, $PTOY https://t.co/IDeJJvNBso",FALSE,1,NA,2017-08-25 09:00:21,FALSE,NA,"901006322547740672",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/IDeJJvNBso"
"780","1hr Report : 06:00:27 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $XRP, $LTC, $DASH, $BCH, $ZEC, $PTOY, $ETC https://t.co/Bc5WycRVqx",FALSE,0,NA,2017-08-25 10:00:28,FALSE,NA,"901021449292533760",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/Bc5WycRVqx"
"776","1hr Report : 07:01:00 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $XRP, $LTC, $DASH, $BCH, $ZEC, $ETC, $OMG https://t.co/wAFTaQTSAO",FALSE,1,NA,2017-08-25 11:01:01,FALSE,NA,"901036686813147137",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/wAFTaQTSAO"
"773","1hr Report : 08:00:33 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $XRP, $LTC, $DASH, $BCH, $ETC, $ZEC, $OMG https://t.co/fcfdp2JJEj",FALSE,0,NA,2017-08-25 12:00:34,FALSE,NA,"901051673145217024",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/fcfdp2JJEj"
"769","1hr Report : 09:00:37 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $LTC, $XRP, $DASH, $ZEC, $BCH, $ETC, $LGD https://t.co/dCLaGJaJpM",FALSE,2,NA,2017-08-25 13:00:38,FALSE,NA,"901066790809292800",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/dCLaGJaJpM"
