"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","link"
"764","1hr Report : 10:00:44 UTC Top 10 Mentions
$BTC, $NEO, $ETH, $LTC, $XRP, $DASH, $ZEC, $ETC, $BCH, $PTOY https://t.co/IEn5gYmznC",FALSE,1,NA,2017-08-25 14:00:45,FALSE,NA,"901081919588364288",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/IEn5gYmznC"
"762","1hr Report : 11:00:49 UTC Top 10 Mentions
$BTC, $NEO, $ETH, $LTC, $XRP, $DASH, $ZEC, $WAVES, $ETC, $PTOY https://t.co/fTvuiRQWCV",FALSE,0,NA,2017-08-25 15:00:49,FALSE,NA,"901097036711432192",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/fTvuiRQWCV"
"758","1hr Report : 12:01:03 UTC Top 10 Mentions
$BTC, $NEO, $ETH, $LTC, $XRP, $DASH, $ZEC, $ETC, $WAVES, $PTOY https://t.co/CPkwFwRoPa",FALSE,4,NA,2017-08-25 16:01:04,FALSE,NA,"901112198138912768",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/CPkwFwRoPa"
"751","1hr Report : 13:00:57 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $LTC, $XRP, $BCH, $DASH, $LGD, $OMG, $ETC https://t.co/jGRhwZnQs4",FALSE,0,NA,2017-08-25 17:00:58,FALSE,NA,"901127271557328896",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/jGRhwZnQs4"
"750","1hr Report : 14:00:59 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $LTC, $XRP, $BCH, $LGD, $DASH, $OMG, $ETC https://t.co/hIK3CocrLd",FALSE,5,NA,2017-08-25 18:01:00,FALSE,NA,"901142380354711552",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",9,FALSE,FALSE,NA,NA,"https://t.co/hIK3CocrLd"
"747","1hr Report : 15:01:04 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $LTC, $XRP, $BCH, $LGD, $DASH, $OMG, $ETC https://t.co/vJjGosy61T",FALSE,1,NA,2017-08-25 19:01:04,FALSE,NA,"901157498320760834",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/vJjGosy61T"
"743","1hr Report : 16:01:07 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $LTC, $XRP, $BCH, $LGD, $DASH, $OMG, $XMR https://t.co/CYhyleAvBi",FALSE,2,NA,2017-08-25 20:01:08,FALSE,NA,"901172612646264833",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",3,FALSE,FALSE,NA,NA,"https://t.co/CYhyleAvBi"
"740","1hr Report : 17:01:11 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $LTC, $XRP, $LGD, $BCH, $DASH, $OMG, $WAVES https://t.co/v2bMQ2grf0",FALSE,2,NA,2017-08-25 21:01:12,FALSE,NA,"901187729895170049",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/v2bMQ2grf0"
"738","1hr Report : 18:01:12 UTC Top 10 Mentions
$BTC, $NEO, $ETH, $LTC, $XRP, $LGD, $BCH, $WAVES, $OMG, $DASH https://t.co/qgL5yuKzjS",FALSE,4,NA,2017-08-25 22:01:13,FALSE,NA,"901202833000804353",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",4,FALSE,FALSE,NA,NA,"https://t.co/qgL5yuKzjS"
"735","1hr Report : 19:01:18 UTC Top 10 Mentions
$BTC, $NEO, $ETH, $LTC, $XRP, $LGD, $BCH, $WAVES, $OMG, $DASH https://t.co/GjGf8wZYW7",FALSE,1,NA,2017-08-25 23:01:19,FALSE,NA,"901217956503355392",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/GjGf8wZYW7"
"732","1hr Report : 20:01:19 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $LTC, $XRP, $LGD, $BCH, $WAVES, $OMG, $DASH https://t.co/XaPsLOVAxM",FALSE,1,NA,2017-08-26 00:01:20,FALSE,NA,"901233061089615872",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/XaPsLOVAxM"
"730","1hr Report : 21:01:24 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $LTC, $XRP, $LGD, $BCH, $WAVES, $OMG, $DASH https://t.co/w3zJR8OLLO",FALSE,0,NA,2017-08-26 01:01:24,FALSE,NA,"901248178971914240",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/w3zJR8OLLO"
"728","1hr Report : 22:01:27 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $LTC, $XRP, $LGD, $BCH, $WAVES, $OMG, $DASH https://t.co/eMAXA2Ilni",FALSE,3,NA,2017-08-26 02:01:28,FALSE,NA,"901263291816828928",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",3,FALSE,FALSE,NA,NA,"https://t.co/eMAXA2Ilni"
"721","1hr Report : 01:00:10 UTC Top 10 Mentions
$BTC, $ETH, $XMR, $LSK, $QTUM, $XVG, $NEO, $LTC, $XRP, $LGD https://t.co/3xrG7jfNjd",FALSE,1,NA,2017-08-26 05:00:11,FALSE,NA,"901308269884579841",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/3xrG7jfNjd"
"719","1hr Report : 02:00:14 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $XMR, $LTC, $XVG, $LSK, $QTUM, $XRP, $LGD https://t.co/WO2JDLRI88",FALSE,2,NA,2017-08-26 06:00:15,FALSE,NA,"901323385715740672",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/WO2JDLRI88"
"717","1hr Report : 03:00:18 UTC Top 10 Mentions
$BTC, $NEO, $ETH, $LTC, $LSK, $XMR, $XVG, $XRP, $LGD, $QTUM https://t.co/49x0Vkpfn3",FALSE,2,NA,2017-08-26 07:00:18,FALSE,NA,"901338498023788544",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/49x0Vkpfn3"
"713","1hr Report : 04:00:22 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $LTC, $LSK, $XMR, $LGD, $XRP, $XVG, $QTUM https://t.co/1bhz6nrQwz",FALSE,2,NA,2017-08-26 08:00:23,FALSE,NA,"901353618019930112",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/1bhz6nrQwz"
"710","1hr Report : 05:00:28 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $LTC, $LSK, $XRP, $LGD, $XMR, $XVG, $QTUM https://t.co/H1fwEcbs1R",FALSE,1,NA,2017-08-26 09:00:29,FALSE,NA,"901368741056966656",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/H1fwEcbs1R"
"706","1hr Report : 06:00:32 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $LTC, $XRP, $LSK, $XMR, $LGD, $ZEC, $QTUM https://t.co/nMjiWOI2cA",FALSE,0,NA,2017-08-26 10:00:33,FALSE,NA,"901383857970262017",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/nMjiWOI2cA"
"701","1hr Report : 07:00:36 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $LTC, $XMR, $XRP, $LSK, $ZEC, $LGD, $XVG https://t.co/G2HUFLO9A0",FALSE,1,NA,2017-08-26 11:00:37,FALSE,NA,"901398976120926208",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",3,FALSE,FALSE,NA,NA,"https://t.co/G2HUFLO9A0"
"699","1hr Report : 08:00:39 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $LTC, $XMR, $XRP, $LSK, $ZEC, $WAVES, $LGD https://t.co/Y8Mk0dWESt",FALSE,6,NA,2017-08-26 12:00:40,FALSE,NA,"901414086931599361",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",3,FALSE,FALSE,NA,NA,"https://t.co/Y8Mk0dWESt"
"693","1hr Report : 09:00:43 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $LTC, $XMR, $XRP, $OMG, $WAVES, $ZEC, $LSK https://t.co/mGmXK9bG0C",FALSE,10,NA,2017-08-26 13:00:43,FALSE,NA,"901429200044908545",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",5,FALSE,FALSE,NA,NA,"https://t.co/mGmXK9bG0C"
"688","1hr Report : 11:00:56 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $XMR, $LTC, $OMG, $XRP, $LGD, $ZEC, $WAVES https://t.co/LmQ2MOfnNn",FALSE,2,NA,2017-08-26 15:00:56,FALSE,NA,"901459454067179523",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/LmQ2MOfnNn"
"684","1hr Report : 12:00:57 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $XMR, $LTC, $LGD, $OMG, $XRP, $ZEC, $QTUM https://t.co/h3HIpnFm2s",FALSE,1,NA,2017-08-26 16:00:58,FALSE,NA,"901474559202922501",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/h3HIpnFm2s"
"681","1hr Report : 13:00:58 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $XMR, $LTC, $LGD, $OMG, $XRP, $QTUM, $ZEC https://t.co/iXP2Xy4WkI",FALSE,2,NA,2017-08-26 17:00:59,FALSE,NA,"901489663751467009",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/iXP2Xy4WkI"
"677","1hr Report : 14:01:02 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $XMR, $LTC, $LGD, $OMG, $XRP, $QTUM, $ZEC https://t.co/yle7xTxl5e",FALSE,2,NA,2017-08-26 18:01:03,FALSE,NA,"901504778571743233",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/yle7xTxl5e"
"673","1hr Report : 15:01:08 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $XMR, $LTC, $LGD, $OMG, $XRP, $QTUM, $ZEC https://t.co/9J1MB9eu7b",FALSE,0,NA,2017-08-26 19:01:08,FALSE,NA,"901519902531518464",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/9J1MB9eu7b"
"668","1hr Report : 16:01:11 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $XMR, $LTC, $MCO, $LGD, $OMG, $XRP, $QTUM https://t.co/bZJqk3qrw4",FALSE,3,NA,2017-08-26 20:01:12,FALSE,NA,"901535017180024833",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/bZJqk3qrw4"
"665","1hr Report : 17:01:15 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $XMR, $MCO, $LTC, $LGD, $OMG, $XRP, $QTUM https://t.co/nlNuExUKEs",FALSE,1,NA,2017-08-26 21:01:15,FALSE,NA,"901550131371274241",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/nlNuExUKEs"
"662","1hr Report : 18:01:18 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $XMR, $MCO, $LGD, $LTC, $OMG, $XRP, $QTUM https://t.co/igYAVoajRo",FALSE,0,NA,2017-08-26 22:01:19,FALSE,NA,"901565245801598977",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/igYAVoajRo"
"658","1hr Report : 19:01:23 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $MCO, $XMR, $LGD, $LTC, $OMG, $XRP, $QTUM https://t.co/EDfvB1wzeJ",FALSE,3,NA,2017-08-26 23:01:23,FALSE,NA,"901580363918708736",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/EDfvB1wzeJ"
"657","1hr Report : 20:01:29 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $MCO, $XMR, $LGD, $LTC, $OMG, $XRP, $QTUM https://t.co/2E9hFLfau9",FALSE,1,NA,2017-08-27 00:01:30,FALSE,NA,"901595491946946560",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/2E9hFLfau9"
"656","1hr Report : 21:01:28 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $MCO, $LGD, $XMR, $LTC, $OMG, $XRP, $QTUM https://t.co/dODzdQ6ltt",FALSE,2,NA,2017-08-27 01:01:29,FALSE,NA,"901610586202660865",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/dODzdQ6ltt"
"654","1hr Report : 22:01:30 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $LGD, $MCO, $XMR, $LTC, $OMG, $XRP, $QTUM https://t.co/qnN08iZnge",FALSE,1,NA,2017-08-27 02:01:31,FALSE,NA,"901625693041250304",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/qnN08iZnge"
"650","1hr Report : 23:01:30 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $LGD, $MCO, $XMR, $LTC, $OMG, $XRP, $QTUM https://t.co/1aYAUtlqlu",FALSE,4,NA,2017-08-27 03:01:31,FALSE,NA,"901640794142101504",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",6,FALSE,FALSE,NA,NA,"https://t.co/1aYAUtlqlu"
"649","1hr Report : 00:01:35 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $LGD, $MCO, $XMR, $LTC, $OMG, $XRP, $QTUM https://t.co/Ccf0bgToZj",FALSE,1,NA,2017-08-27 04:01:35,FALSE,NA,"901655911776878592",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/Ccf0bgToZj"
"648","1hr Report : 01:00:11 UTC Top 10 Mentions
$BTC, $LTC, $ETH, $XRP, $NEO, $DASH, $MCO, $LGD, $STRAT, $XMR https://t.co/dJntTALm5h",FALSE,4,NA,2017-08-27 05:00:11,FALSE,NA,"901670658530271233",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",6,FALSE,FALSE,NA,NA,"https://t.co/dJntTALm5h"
"643","1hr Report : 02:00:12 UTC Top 10 Mentions
$BTC, $LTC, $NEO, $ETH, $LGD, $MCO, $DASH, $LSK, $XRP, $ETC https://t.co/5sTVd4gPHy",FALSE,1,NA,2017-08-27 06:00:13,FALSE,NA,"901685763393417216",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/5sTVd4gPHy"
"638","1hr Report : 03:00:15 UTC Top 10 Mentions
$BTC, $NEO, $ETH, $LTC, $LGD, $MCO, $DASH, $XRP, $LSK, $ETC https://t.co/iJLwBtCsWb",FALSE,1,NA,2017-08-27 07:00:16,FALSE,NA,"901700876108271616",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/iJLwBtCsWb"
"636","1hr Report : 04:00:17 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $LTC, $LGD, $MCO, $XRP, $DASH, $LSK, $STRAT https://t.co/hUiHaAIsta",FALSE,4,NA,2017-08-27 08:00:18,FALSE,NA,"901715984003858432",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/hUiHaAIsta"
"632","1hr Report : 05:00:20 UTC Top 10 Mentions
$BTC, $ETH, $NEO, $LTC, $MCO, $LGD, $LSK, $XRP, $DASH, $STRAT https://t.co/SmyYANII4p",FALSE,0,NA,2017-08-27 09:00:21,FALSE,NA,"901731096915841024",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/SmyYANII4p"
"627","1hr Report : 06:00:24 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $NEO, $MCO, $LGD, $LSK, $DASH, $XRP, $STRAT https://t.co/phZXNhr7pR",FALSE,1,NA,2017-08-27 10:00:25,FALSE,NA,"901746212747059201",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/phZXNhr7pR"
"622","1hr Report : 07:00:29 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $NEO, $MCO, $LGD, $LSK, $DASH, $XVG, $XRP https://t.co/bEcfImMuzK",FALSE,0,NA,2017-08-27 11:00:30,FALSE,NA,"901761331526815749",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/bEcfImMuzK"
"620","1hr Report : 08:00:31 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $NEO, $MCO, $LSK, $LGD, $DASH, $XVG, $STRAT https://t.co/cwoWLmxEGl",FALSE,3,NA,2017-08-27 12:00:32,FALSE,NA,"901776442530426880",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/cwoWLmxEGl"
"615","1hr Report : 09:00:37 UTC Top 10 Mentions
$BTC, $LTC, $ETH, $NEO, $MCO, $LGD, $LSK, $GBYTE, $DASH, $XVG https://t.co/F2eJP7JRIP",FALSE,5,NA,2017-08-27 13:00:38,FALSE,NA,"901791565718462465",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",4,FALSE,FALSE,NA,NA,"https://t.co/F2eJP7JRIP"
"611","1hr Report : 10:00:41 UTC Top 10 Mentions
$BTC, $LTC, $ETH, $NEO, $MCO, $LGD, $LSK, $GBYTE, $DASH, $STRAT https://t.co/1QHm0XqCCK",FALSE,1,NA,2017-08-27 14:00:41,FALSE,NA,"901806679221825537",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/1QHm0XqCCK"
"607","1hr Report : 11:00:45 UTC Top 10 Mentions
$BTC, $LTC, $ETH, $NEO, $MCO, $LGD, $LSK, $GBYTE, $STRAT, $DASH https://t.co/xqSRMnmIfV",FALSE,0,NA,2017-08-27 15:00:46,FALSE,NA,"901821796638486530",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/xqSRMnmIfV"
"604","1hr Report : 12:00:52 UTC Top 10 Mentions
$BTC, $LTC, $ETH, $NEO, $MCO, $LGD, $LSK, $GBYTE, $STRAT, $XVG https://t.co/2kcDG6wKRs",FALSE,3,NA,2017-08-27 16:00:53,FALSE,NA,"901836926227009537",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/2kcDG6wKRs"
"599","1hr Report : 13:00:56 UTC Top 10 Mentions
$BTC, $LTC, $ETH, $NEO, $MCO, $XVG, $LGD, $LSK, $GBYTE, $STRAT https://t.co/QPoHhjUZSi",FALSE,3,NA,2017-08-27 17:00:57,FALSE,NA,"901852043274485760",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",5,FALSE,FALSE,NA,NA,"https://t.co/QPoHhjUZSi"
"595","1hr Report : 14:00:59 UTC Top 10 Mentions
$BTC, $LTC, $ETH, $NEO, $MCO, $XVG, $LSK, $LGD, $GBYTE, $STRAT https://t.co/m0N19mqy2p",FALSE,2,NA,2017-08-27 18:01:00,FALSE,NA,"901867155641294849",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/m0N19mqy2p"
"588","1hr Report : 16:01:07 UTC Top 10 Mentions
$BTC, $LTC, $ETH, $NEO, $XVG, $MCO, $LSK, $STRAT, $GBYTE, $LGD https://t.co/5wi4iYFni8",FALSE,2,NA,2017-08-27 20:01:08,FALSE,NA,"901897387890933764",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",3,FALSE,FALSE,NA,NA,"https://t.co/5wi4iYFni8"
"582","1hr Report : 17:01:12 UTC Top 10 Mentions
$BTC, $LTC, $ETH, $NEO, $XVG, $MCO, $LSK, $STRAT, $GBYTE, $LGD https://t.co/69MSXhSb0r",FALSE,1,NA,2017-08-27 21:01:13,FALSE,NA,"901912509455749127",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/69MSXhSb0r"
"580","1hr Report : 18:01:13 UTC Top 10 Mentions
$BTC, $LTC, $ETH, $NEO, $XVG, $MCO, $LSK, $STRAT, $GBYTE, $LGD https://t.co/k9bbqSNqXx",FALSE,2,NA,2017-08-27 22:01:14,FALSE,NA,"901927612142026753",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/k9bbqSNqXx"
"578","1hr Report : 19:01:17 UTC Top 10 Mentions
$BTC, $LTC, $ETH, $NEO, $XVG, $MCO, $LSK, $STRAT, $GBYTE, $XMR https://t.co/IAbRjHps1V",FALSE,0,NA,2017-08-27 23:01:18,FALSE,NA,"901942728925343745",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/IAbRjHps1V"
"576","1hr Report : 20:01:19 UTC Top 10 Mentions
$BTC, $LTC, $ETH, $NEO, $XVG, $MCO, $LSK, $STRAT, $GBYTE, $XMR https://t.co/yRJwbtYFoD",FALSE,3,NA,2017-08-28 00:01:19,FALSE,NA,"901957834442756098",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",7,FALSE,FALSE,NA,NA,"https://t.co/yRJwbtYFoD"
"573","1hr Report : 21:01:24 UTC Top 10 Mentions
$BTC, $LTC, $ETH, $NEO, $XVG, $MCO, $LSK, $STRAT, $GBYTE, $XMR https://t.co/v8UtNv4G0v",FALSE,2,NA,2017-08-28 01:01:25,FALSE,NA,"901972958138257410",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/v8UtNv4G0v"
"571","1hr Report : 22:01:25 UTC Top 10 Mentions
$BTC, $LTC, $ETH, $NEO, $XVG, $MCO, $LSK, $STRAT, $XMR, $GBYTE https://t.co/2kpyol405e",FALSE,0,NA,2017-08-28 02:01:25,FALSE,NA,"901988057783656449",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",1,FALSE,FALSE,NA,NA,"https://t.co/2kpyol405e"
"569","1hr Report : 23:01:27 UTC Top 10 Mentions
$BTC, $LTC, $ETH, $NEO, $XVG, $MCO, $LSK, $STRAT, $XMR, $GBYTE https://t.co/LBGCqbteMj",FALSE,0,NA,2017-08-28 03:01:28,FALSE,NA,"902003168854331394",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/LBGCqbteMj"
"565","1hr Report : 01:00:13 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $QTUM, $NEO, $XVG, $STRAT, $MCO, $XMR, $BAT https://t.co/HemdXjKN1k",FALSE,1,NA,2017-08-28 05:00:14,FALSE,NA,"902033057502388224",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",6,FALSE,FALSE,NA,NA,"https://t.co/HemdXjKN1k"
"561","1hr Report : 02:00:18 UTC Top 10 Mentions
$BTC, $ETH, $LTC, $QTUM, $XVG, $NEO, $MCO, $XMR, $STRAT, $ETC https://t.co/EDkp7wMQFZ",FALSE,4,NA,2017-08-28 06:00:19,FALSE,NA,"902048176361934850",NA,"<a href=\"https://CryptoWatsons.com\" rel=\"nofollow\">Crypto Watson (Beta)</a>","CryptoWatson",2,FALSE,FALSE,NA,NA,"https://t.co/EDkp7wMQFZ"
